datum,titel,abstimmungstext,partei,parole
2024-06-09,"Plus 2000 Alterswohnungen bis 2035, Änderung der Gemeindeordnung","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erhöhung der Anzahl Alterswohnungen um 2000 bis 2035, Änderung der Gemeindeordnung",AL,Ja
2024-06-09,"Plus 2000 Alterswohnungen bis 2035, Änderung der Gemeindeordnung","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erhöhung der Anzahl Alterswohnungen um 2000 bis 2035, Änderung der Gemeindeordnung","Die Mitte",Ja
2024-06-09,"Plus 2000 Alterswohnungen bis 2035, Änderung der Gemeindeordnung","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erhöhung der Anzahl Alterswohnungen um 2000 bis 2035, Änderung der Gemeindeordnung",EVP,Ja
2024-06-09,"Plus 2000 Alterswohnungen bis 2035, Änderung der Gemeindeordnung","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erhöhung der Anzahl Alterswohnungen um 2000 bis 2035, Änderung der Gemeindeordnung",FDP,Ja
2024-06-09,"Plus 2000 Alterswohnungen bis 2035, Änderung der Gemeindeordnung","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erhöhung der Anzahl Alterswohnungen um 2000 bis 2035, Änderung der Gemeindeordnung",GLP,Ja
2024-06-09,"Plus 2000 Alterswohnungen bis 2035, Änderung der Gemeindeordnung","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erhöhung der Anzahl Alterswohnungen um 2000 bis 2035, Änderung der Gemeindeordnung","Grüne",Ja
2024-06-09,"Plus 2000 Alterswohnungen bis 2035, Änderung der Gemeindeordnung","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erhöhung der Anzahl Alterswohnungen um 2000 bis 2035, Änderung der Gemeindeordnung",SP,Ja
2024-06-09,"Plus 2000 Alterswohnungen bis 2035, Änderung der Gemeindeordnung","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erhöhung der Anzahl Alterswohnungen um 2000 bis 2035, Änderung der Gemeindeordnung",SVP,Ja
2024-06-09,"Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz",AL,Ja
2024-06-09,"Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz","Die Mitte",Ja
2024-06-09,"Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz",EVP,Ja
2024-06-09,"Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz",FDP,Ja
2024-06-09,"Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz",GLP,Ja
2024-06-09,"Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz","Grüne",Ja
2024-06-09,"Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz",SP,Ja
2024-06-09,"Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 200 Millionen Franken für Energielösungen des ewz",SVP,Ja
2024-06-09,"Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken",AL,Ja
2024-06-09,"Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken","Die Mitte",Ja
2024-06-09,"Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken",EVP,Ja
2024-06-09,"Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken",FDP,Ja
2024-06-09,"Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken",GLP,Ja
2024-06-09,"Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken","Grüne",Ja
2024-06-09,"Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken",SP,Ja
2024-06-09,"Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Umbau und Erweiterung Wache Süd, Ausgaben von 69,75 Millionen Franken",SVP,Ja
2024-09-22,"A. Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",,Volksinitiative
2024-09-22,"A. Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",AL,Gegenvorschlag
2024-09-22,"A. Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?","Die Mitte",Gegenvorschlag
2024-09-22,"A. Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",EVP,Gegenvorschlag
2024-09-22,"A. Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",FDP,Gegenvorschlag
2024-09-22,"A. Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",GLP,Gegenvorschlag
2024-09-22,"A. Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?","Grüne",Gegenvorschlag
2024-09-22,"A. Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",SP,Gegenvorschlag
2024-09-22,"A. Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",SVP,Gegenvorschlag
2024-09-22,"CO₂-Abscheidung auf dem Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich","Auf Ihrem Stimmzettel werden Sie gefragt:
Wollen Sie die folgende Vorlage annehmen?

Neubau CO₂-Abscheidungsanlage Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich",AL,Ja
2024-09-22,"CO₂-Abscheidung auf dem Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich","Auf Ihrem Stimmzettel werden Sie gefragt:
Wollen Sie die folgende Vorlage annehmen?

Neubau CO₂-Abscheidungsanlage Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich","Die Mitte",Ja
2024-09-22,"CO₂-Abscheidung auf dem Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich","Auf Ihrem Stimmzettel werden Sie gefragt:
Wollen Sie die folgende Vorlage annehmen?

Neubau CO₂-Abscheidungsanlage Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich",EVP,Ja
2024-09-22,"CO₂-Abscheidung auf dem Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich","Auf Ihrem Stimmzettel werden Sie gefragt:
Wollen Sie die folgende Vorlage annehmen?

Neubau CO₂-Abscheidungsanlage Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich",FDP,Ja
2024-09-22,"CO₂-Abscheidung auf dem Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich","Auf Ihrem Stimmzettel werden Sie gefragt:
Wollen Sie die folgende Vorlage annehmen?

Neubau CO₂-Abscheidungsanlage Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich",GLP,Ja
2024-09-22,"CO₂-Abscheidung auf dem Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich","Auf Ihrem Stimmzettel werden Sie gefragt:
Wollen Sie die folgende Vorlage annehmen?

Neubau CO₂-Abscheidungsanlage Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich","Grüne",Ja
2024-09-22,"CO₂-Abscheidung auf dem Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich","Auf Ihrem Stimmzettel werden Sie gefragt:
Wollen Sie die folgende Vorlage annehmen?

Neubau CO₂-Abscheidungsanlage Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich",SP,Ja
2024-09-22,"CO₂-Abscheidung auf dem Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich","Auf Ihrem Stimmzettel werden Sie gefragt:
Wollen Sie die folgende Vorlage annehmen?

Neubau CO₂-Abscheidungsanlage Areal Werdhölzli, Ausgaben von 35,474 Millionen Franken einmalig und 14,212 Millionen Franken jährlich",SVP,Nein
2024-09-22,"Erweiterung Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erweiterung der Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken",AL,Ja
2024-09-22,"Erweiterung Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erweiterung der Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken","Die Mitte",Ja
2024-09-22,"Erweiterung Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erweiterung der Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken",EVP,Ja
2024-09-22,"Erweiterung Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erweiterung der Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken",FDP,Ja
2024-09-22,"Erweiterung Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erweiterung der Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken",GLP,Ja
2024-09-22,"Erweiterung Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erweiterung der Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken","Grüne",Ja
2024-09-22,"Erweiterung Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erweiterung der Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken",SP,Ja
2024-09-22,"Erweiterung Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Erweiterung der Schulanlage Luchswiesen, Ausgaben von 102,4 Millionen Franken",SVP,Nein
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»",AL,Ja
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»","Die Mitte",Nein
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»",EVP,Nein
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»",FDP,Nein
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»",GLP,Ja
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»","Grüne",Ja
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»",SP,Ja
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für ein gesundes Stadtklima (Gute-Luft-Initiative)»",SVP,Nein
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»",AL,Ja
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»","Die Mitte",Nein
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»",EVP,Nein
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»",FDP,Nein
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»",GLP,Ja
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»","Grüne",Ja
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»",SP,Ja
2024-09-22,"Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Gegenvorschlag zur Volksinitiative «Initiative für eine zukunftsfähige Mobilität (Zukunfts-Initiative)»",SVP,Nein
2024-09-22,"Neubau Schulanlage Tüffenwies, Ausgaben von 111 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Neubau der Schulanlage Tüffenwies, Ausgaben von 111 Millionen Franken",AL,Ja
2024-09-22,"Neubau Schulanlage Tüffenwies, Ausgaben von 111 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Neubau der Schulanlage Tüffenwies, Ausgaben von 111 Millionen Franken",EVP,Ja
2024-09-22,"Neubau Schulanlage Tüffenwies, Ausgaben von 111 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Neubau der Schulanlage Tüffenwies, Ausgaben von 111 Millionen Franken",FDP,Ja
2024-09-22,"Neubau Schulanlage Tüffenwies, Ausgaben von 111 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Neubau der Schulanlage Tüffenwies, Ausgaben von 111 Millionen Franken",GLP,Ja
2024-09-22,"Neubau Schulanlage Tüffenwies, Ausgaben von 111 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Neubau der Schulanlage Tüffenwies, Ausgaben von 111 Millionen Franken","Grüne",Ja
2024-09-22,"Neubau Schulanlage Tüffenwies, Ausgaben von 111 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Neubau der Schulanlage Tüffenwies, Ausgaben von 111 Millionen Franken",SP,Ja
2024-09-22,"Neubau Schulanlage Tüffenwies, Ausgaben von 111 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Neubau der Schulanlage Tüffenwies, Ausgaben von 111 Millionen Franken",SVP,Nein
2024-09-22,"Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie",AL,Ja
2024-09-22,"Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie","Die Mitte",Ja
2024-09-22,"Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie",EVP,Ja
2024-09-22,"Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie",FDP,Ja
2024-09-22,"Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie",GLP,Ja
2024-09-22,"Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie","Grüne",Ja
2024-09-22,"Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie",SP,Ja
2024-09-22,"Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?

Rahmenkredit von 300 Millionen Franken für die Stromproduktion mit erneuerbarer Energie",SVP,Nein
2024-09-22,"Umbau Liegenschaft Krähbühlstrasse 58 für Sekundarschule und Bau temporäre Sporthalle, Ausgaben von 22,9 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Liegenschaft Krähbühlstrasse 58, Umbau für Schule und Erstellung temporäre Sporthalle auf der Hochschulsportanlage Fluntern, Ausgaben von 22,9 Millionen Franken",AL,Ja
2024-09-22,"Umbau Liegenschaft Krähbühlstrasse 58 für Sekundarschule und Bau temporäre Sporthalle, Ausgaben von 22,9 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Liegenschaft Krähbühlstrasse 58, Umbau für Schule und Erstellung temporäre Sporthalle auf der Hochschulsportanlage Fluntern, Ausgaben von 22,9 Millionen Franken","Die Mitte",Ja
2024-09-22,"Umbau Liegenschaft Krähbühlstrasse 58 für Sekundarschule und Bau temporäre Sporthalle, Ausgaben von 22,9 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Liegenschaft Krähbühlstrasse 58, Umbau für Schule und Erstellung temporäre Sporthalle auf der Hochschulsportanlage Fluntern, Ausgaben von 22,9 Millionen Franken",EVP,Ja
2024-09-22,"Umbau Liegenschaft Krähbühlstrasse 58 für Sekundarschule und Bau temporäre Sporthalle, Ausgaben von 22,9 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Liegenschaft Krähbühlstrasse 58, Umbau für Schule und Erstellung temporäre Sporthalle auf der Hochschulsportanlage Fluntern, Ausgaben von 22,9 Millionen Franken",FDP,Ja
2024-09-22,"Umbau Liegenschaft Krähbühlstrasse 58 für Sekundarschule und Bau temporäre Sporthalle, Ausgaben von 22,9 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Liegenschaft Krähbühlstrasse 58, Umbau für Schule und Erstellung temporäre Sporthalle auf der Hochschulsportanlage Fluntern, Ausgaben von 22,9 Millionen Franken",GLP,Ja
2024-09-22,"Umbau Liegenschaft Krähbühlstrasse 58 für Sekundarschule und Bau temporäre Sporthalle, Ausgaben von 22,9 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Liegenschaft Krähbühlstrasse 58, Umbau für Schule und Erstellung temporäre Sporthalle auf der Hochschulsportanlage Fluntern, Ausgaben von 22,9 Millionen Franken","Grüne",Nein
2024-09-22,"Umbau Liegenschaft Krähbühlstrasse 58 für Sekundarschule und Bau temporäre Sporthalle, Ausgaben von 22,9 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Liegenschaft Krähbühlstrasse 58, Umbau für Schule und Erstellung temporäre Sporthalle auf der Hochschulsportanlage Fluntern, Ausgaben von 22,9 Millionen Franken",SP,Ja
2024-09-22,"Umbau Liegenschaft Krähbühlstrasse 58 für Sekundarschule und Bau temporäre Sporthalle, Ausgaben von 22,9 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Liegenschaft Krähbühlstrasse 58, Umbau für Schule und Erstellung temporäre Sporthalle auf der Hochschulsportanlage Fluntern, Ausgaben von 22,9 Millionen Franken",SVP,Nein
2024-09-22,"Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",,Volksinitiative
2024-09-22,"Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",AL,Gegenvorschlag
2024-09-22,"Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?","Die Mitte",Gegenvorschlag
2024-09-22,"Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",EVP,Gegenvorschlag
2024-09-22,"Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",FDP,Gegenvorschlag
2024-09-22,"Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",GLP,Gegenvorschlag
2024-09-22,"Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?","Grüne",Gegenvorschlag
